primary_key,codes,work_load,year,work_uta
31675,,Cônjuge,1999,
31676,,Outros membros da família,1999,
31677,,Mão-de-obra agrícola não familiar,1999,
31678,,Permanente,1999,
31679,,Eventual,1999,
31680,,Mão-de-obra não contratada pelo produtor,1999,
31681,170110607,Mão-de-obra agrícola total,1989,
31682,170110607,Mão-de-obra agrícola total,2019,
31683,170110607,Mão-de-obra agrícola total,2009,
31684,170110607,Mão-de-obra agrícola total,1999,
31685,,Mão-de-obra agrícola familiar,1999,
31686,,Produtor,1999,
31687,,Cônjuge,1999,
31688,,Outros membros da família,1999,
31689,,Mão-de-obra agrícola não familiar,1999,
31690,,Permanente,1999,
31691,,Eventual,1999,
31692,,Mão-de-obra não contratada pelo produtor,1999,
31693,170110658,Mão-de-obra agrícola total,1989,
31694,170110658,Mão-de-obra agrícola total,2019,1
31695,170110658,Mão-de-obra agrícola total,2009,
31696,170110658,Mão-de-obra agrícola total,1999,
31697,,Mão-de-obra agrícola familiar,1999,
31698,,Produtor,1999,
31699,,Cônjuge,1999,
31700,,Outros membros da família,1999,
31701,,Mão-de-obra agrícola não familiar,1999,
31702,,Permanente,1999,
31703,,Eventual,1999,
31704,,Mão-de-obra não contratada pelo produtor,1999,
31705,170110608,Mão-de-obra agrícola total,1989,
31706,170110608,Mão-de-obra agrícola total,2019,1
31707,170110608,Mão-de-obra agrícola total,2009,
31708,170110608,Mão-de-obra agrícola total,1999,
31709,,Mão-de-obra agrícola familiar,1999,
31710,,Produtor,1999,
31711,,Cônjuge,1999,
31712,,Outros membros da família,1999,
31713,,Mão-de-obra agrícola não familiar,1999,
31714,,Permanente,1999,
31715,,Eventual,1999,
31716,,Mão-de-obra não contratada pelo produtor,1999,
31717,170110659,Mão-de-obra agrícola total,1989,
31718,170110659,Mão-de-obra agrícola total,2019,0
31719,170110659,Mão-de-obra agrícola total,2009,
31720,170110659,Mão-de-obra agrícola total,1999,
31721,,Mão-de-obra agrícola familiar,1999,
31722,,Produtor,1999,
31723,,Cônjuge,1999,
31724,,Outros membros da família,1999,
31725,,Mão-de-obra agrícola não familiar,1999,
31726,,Permanente,1999,
31727,,Eventual,1999,
31728,,Mão-de-obra não contratada pelo produtor,1999,
31729,170110610,Mão-de-obra agrícola total,1989,
31730,170110610,Mão-de-obra agrícola total,2019,
31731,170110610,Mão-de-obra agrícola total,2009,
31732,170110610,Mão-de-obra agrícola total,1999,
31733,,Mão-de-obra agrícola familiar,1999,
31734,,Produtor,1999,
31735,,Cônjuge,1999,
31736,,Outros membros da família,1999,
31737,,Mão-de-obra agrícola não familiar,1999,
31738,,Permanente,1999,
31739,,Eventual,1999,
31740,,Mão-de-obra não contratada pelo produtor,1999,
31741,170110611,Mão-de-obra agrícola total,1989,
31742,170110611,Mão-de-obra agrícola total,2019,
31743,170110611,Mão-de-obra agrícola total,2009,1
31744,170110611,Mão-de-obra agrícola total,1999,
31745,,Mão-de-obra agrícola familiar,1999,
31746,,Produtor,1999,
31747,,Cônjuge,1999,
31748,,Outros membros da família,1999,
31749,,Mão-de-obra agrícola não familiar,1999,
31750,,Permanente,1999,
31751,,Eventual,1999,
31752,,Mão-de-obra não contratada pelo produtor,1999,
31753,170110660,Mão-de-obra agrícola total,1989,
31754,170110660,Mão-de-obra agrícola total,2019,
31755,170110660,Mão-de-obra agrícola total,2009,
31756,170110660,Mão-de-obra agrícola total,1999,
31757,,Mão-de-obra agrícola familiar,1999,
31758,,Produtor,1999,
31759,,Cônjuge,1999,
31760,,Outros membros da família,1999,
31761,,Mão-de-obra agrícola não familiar,1999,
31762,,Permanente,1999,
31763,,Eventual,1999,
31764,,Mão-de-obra não contratada pelo produtor,1999,
31765,170110618,Mão-de-obra agrícola total,1989,
31766,170110618,Mão-de-obra agrícola total,2019,1
31767,170110618,Mão-de-obra agrícola total,2009,
31768,170110618,Mão-de-obra agrícola total,1999,
31769,,Mão-de-obra agrícola familiar,1999,
31770,,Produtor,1999,
31771,,Cônjuge,1999,
31772,,Outros membros da família,1999,
31773,,Mão-de-obra agrícola não familiar,1999,
31774,,Permanente,1999,
31775,,Eventual,1999,
31776,,Mão-de-obra não contratada pelo produtor,1999,
31777,170110621,Mão-de-obra agrícola total,1989,
31778,170110621,Mão-de-obra agrícola total,2019,4
31779,170110621,Mão-de-obra agrícola total,2009,
31780,170110621,Mão-de-obra agrícola total,1999,
31781,,Mão-de-obra agrícola familiar,1999,
31782,,Produtor,1999,
31783,,Cônjuge,1999,
31784,,Outros membros da família,1999,
31785,,Mão-de-obra agrícola não familiar,1999,
31786,,Permanente,1999,
31787,,Eventual,1999,
31788,,Mão-de-obra não contratada pelo produtor,1999,
31789,170110661,Mão-de-obra agrícola total,1989,
31790,170110661,Mão-de-obra agrícola total,2019,
31791,170110661,Mão-de-obra agrícola total,2009,5
31792,170110661,Mão-de-obra agrícola total,1999,
31793,,Mão-de-obra agrícola familiar,1999,
31794,,Produtor,1999,
31795,,Cônjuge,1999,
31796,,Outros membros da família,1999,
31797,,Mão-de-obra agrícola não familiar,1999,
31798,,Permanente,1999,
31799,,Eventual,1999,
31800,,Mão-de-obra não contratada pelo produtor,1999,
31801,170110633,Mão-de-obra agrícola total,1989,
31802,170110633,Mão-de-obra agrícola total,2019,17
31803,170110633,Mão-de-obra agrícola total,2009,
31804,170110633,Mão-de-obra agrícola total,1999,
31805,,Mão-de-obra agrícola familiar,1999,
31806,,Produtor,1999,
31807,,Cônjuge,1999,
31808,,Outros membros da família,1999,
31809,,Mão-de-obra agrícola não familiar,1999,
31810,,Permanente,1999,
31811,,Eventual,1999,
31812,,Mão-de-obra não contratada pelo produtor,1999,
31813,170110662,Mão-de-obra agrícola total,1989,
31814,170110662,Mão-de-obra agrícola total,2019,
31815,170110662,Mão-de-obra agrícola total,2009,
31816,170110662,Mão-de-obra agrícola total,1999,
31817,,Mão-de-obra agrícola familiar,1999,
31818,,Produtor,1999,
31819,,Cônjuge,1999,
31820,,Outros membros da família,1999,
31821,,Mão-de-obra agrícola não familiar,1999,
31822,,Permanente,1999,
31823,,Eventual,1999,
31824,,Mão-de-obra não contratada pelo produtor,1999,
31825,170110663,Mão-de-obra agrícola total,1989,
31826,170110663,Mão-de-obra agrícola total,2019,
31827,170110663,Mão-de-obra agrícola total,2009,
31828,170110663,Mão-de-obra agrícola total,1999,
31829,,Mão-de-obra agrícola familiar,1999,
31830,,Produtor,1999,
31831,,Cônjuge,1999,
31832,,Outros membros da família,1999,
31833,,Mão-de-obra agrícola não familiar,1999,
31834,,Permanente,1999,
31835,,Eventual,1999,
31836,,Mão-de-obra não contratada pelo produtor,1999,
31837,170110664,Mão-de-obra agrícola total,1989,
31838,170110664,Mão-de-obra agrícola total,2019,
31839,170110664,Mão-de-obra agrícola total,2009,
31840,170110664,Mão-de-obra agrícola total,1999,
31841,,Mão-de-obra agrícola familiar,1999,
31842,,Produtor,1999,
31843,,Cônjuge,1999,
31844,,Outros membros da família,1999,
31845,,Mão-de-obra agrícola não familiar,1999,
31846,,Permanente,1999,
31847,,Eventual,1999,
31848,,Mão-de-obra não contratada pelo produtor,1999,
31849,170110665,Mão-de-obra agrícola total,1989,
31850,170110665,Mão-de-obra agrícola total,2019,1
31851,170110665,Mão-de-obra agrícola total,2009,
31852,170110665,Mão-de-obra agrícola total,1999,
31853,,Mão-de-obra agrícola familiar,1999,
31854,,Produtor,1999,
31855,,Cônjuge,1999,
31856,,Outros membros da família,1999,
31857,,Mão-de-obra agrícola não familiar,1999,
31858,,Permanente,1999,
31859,,Eventual,1999,
31860,,Mão-de-obra não contratada pelo produtor,1999,
31861,170110666,Mão-de-obra agrícola total,1989,
31862,170110666,Mão-de-obra agrícola total,2019,
31863,170110666,Mão-de-obra agrícola total,2009,0
31864,170110666,Mão-de-obra agrícola total,1999,
31865,,Mão-de-obra agrícola familiar,1999,
31866,,Produtor,1999,
31867,,Cônjuge,1999,
31868,,Outros membros da família,1999,
31869,,Mão-de-obra agrícola não familiar,1999,
31870,,Permanente,1999,
31871,,Eventual,1999,
31872,,Mão-de-obra não contratada pelo produtor,1999,
31873,170110639,Mão-de-obra agrícola total,1989,
31874,170110639,Mão-de-obra agrícola total,2019,
31875,170110639,Mão-de-obra agrícola total,2009,
31876,170110639,Mão-de-obra agrícola total,1999,
31877,,Mão-de-obra agrícola familiar,1999,
31878,,Produtor,1999,
31879,,Cônjuge,1999,
31880,,Outros membros da família,1999,
31881,,Mão-de-obra agrícola não familiar,1999,
31882,,Permanente,1999,
31883,,Eventual,1999,
31884,,Mão-de-obra não contratada pelo produtor,1999,
31885,170110667,Mão-de-obra agrícola total,1989,
31886,170110667,Mão-de-obra agrícola total,2019,
31887,170110667,Mão-de-obra agrícola total,2009,
31888,170110667,Mão-de-obra agrícola total,1999,
31889,,Mão-de-obra agrícola familiar,1999,
31890,,Produtor,1999,
31891,,Cônjuge,1999,
31892,,Outros membros da família,1999,
31893,,Mão-de-obra agrícola não familiar,1999,
31894,,Permanente,1999,
31895,,Eventual,1999,
31896,,Mão-de-obra não contratada pelo produtor,1999,
31897,1701107,Mão-de-obra agrícola total,1989,2841
31898,1701107,Mão-de-obra agrícola total,2019,522
31899,1701107,Mão-de-obra agrícola total,2009,689
31900,1701107,Mão-de-obra agrícola total,1999,1235
31901,,Mão-de-obra agrícola familiar,1999,1007
31902,,Produtor,1999,553
31903,,Cônjuge,1999,329
31904,,Outros membros da família,1999,124
31905,,Mão-de-obra agrícola não familiar,1999,228
31906,,Permanente,1999,143
31907,,Eventual,1999,82
31908,,Mão-de-obra não contratada pelo produtor,1999,3
31909,170110702,Mão-de-obra agrícola total,1989,622
31910,170110702,Mão-de-obra agrícola total,2019,88
31911,170110702,Mão-de-obra agrícola total,2009,211
31912,170110702,Mão-de-obra agrícola total,1999,249
31913,,Mão-de-obra agrícola familiar,1999,179
31914,,Produtor,1999,96
31915,,Cônjuge,1999,58
31916,,Outros membros da família,1999,25
31917,,Mão-de-obra agrícola não familiar,1999,71
31918,,Permanente,1999,44
31919,,Eventual,1999,26
31920,,Mão-de-obra não contratada pelo produtor,1999,1
31921,170110705,Mão-de-obra agrícola total,1989,200
31922,170110705,Mão-de-obra agrícola total,2019,26
31923,170110705,Mão-de-obra agrícola total,2009,53
31924,170110705,Mão-de-obra agrícola total,1999,97
31925,,Mão-de-obra agrícola familiar,1999,91
31926,,Produtor,1999,50
31927,,Cônjuge,1999,31
31928,,Outros membros da família,1999,10
31929,,Mão-de-obra agrícola não familiar,1999,6
31930,,Permanente,1999,4
31931,,Eventual,1999,2
31932,,Mão-de-obra não contratada pelo produtor,1999,0
31933,170110707,Mão-de-obra agrícola total,1989,882
31934,170110707,Mão-de-obra agrícola total,2019,208
31935,170110707,Mão-de-obra agrícola total,2009,204
31936,170110707,Mão-de-obra agrícola total,1999,456
31937,,Mão-de-obra agrícola familiar,1999,371
31938,,Produtor,1999,202
31939,,Cônjuge,1999,131
31940,,Outros membros da família,1999,39
31941,,Mão-de-obra agrícola não familiar,1999,85
31942,,Permanente,1999,50
31943,,Eventual,1999,34
31944,,Mão-de-obra não contratada pelo produtor,1999,0
31945,170110708,Mão-de-obra agrícola total,1989,398
31946,170110708,Mão-de-obra agrícola total,2019,53
31947,170110708,Mão-de-obra agrícola total,2009,78
31948,170110708,Mão-de-obra agrícola total,1999,185
31949,,Mão-de-obra agrícola familiar,1999,164
31950,,Produtor,1999,84
31951,,Cônjuge,1999,52
31952,,Outros membros da família,1999,29
31953,,Mão-de-obra agrícola não familiar,1999,21
31954,,Permanente,1999,16
31955,,Eventual,1999,4
31956,,Mão-de-obra não contratada pelo produtor,1999,0
31957,170110731,Mão-de-obra agrícola total,1989,145
31958,170110731,Mão-de-obra agrícola total,2019,7
31959,170110731,Mão-de-obra agrícola total,2009,9
31960,170110731,Mão-de-obra agrícola total,1999,41
31961,,Mão-de-obra agrícola familiar,1999,34
31962,,Produtor,1999,22
31963,,Cônjuge,1999,8
31964,,Outros membros da família,1999,5
31965,,Mão-de-obra agrícola não familiar,1999,7
31966,,Permanente,1999,5
31967,,Eventual,1999,2
31968,,Mão-de-obra não contratada pelo produtor,1999,0
31969,170110726,Mão-de-obra agrícola total,1989,
31970,170110726,Mão-de-obra agrícola total,2019,1
31971,170110726,Mão-de-obra agrícola total,2009,1
31972,170110726,Mão-de-obra agrícola total,1999,
31973,,Mão-de-obra agrícola familiar,1999,
31974,,Produtor,1999,
31975,,Cônjuge,1999,
31976,,Outros membros da família,1999,
31977,,Mão-de-obra agrícola não familiar,1999,
31978,,Permanente,1999,
31979,,Eventual,1999,
31980,,Mão-de-obra não contratada pelo produtor,1999,
31981,170110727,Mão-de-obra agrícola total,1989,
31982,170110727,Mão-de-obra agrícola total,2019,0
31983,170110727,Mão-de-obra agrícola total,2009,1
31984,170110727,Mão-de-obra agrícola total,1999,3
31985,,Mão-de-obra agrícola familiar,1999,2
31986,,Produtor,1999,1
31987,,Cônjuge,1999,1
31988,,Outros membros da família,1999,x
31989,,Mão-de-obra agrícola não familiar,1999,1
31990,,Permanente,1999,1
31991,,Eventual,1999,0
31992,,Mão-de-obra não contratada pelo produtor,1999,0
31993,170110728,Mão-de-obra agrícola total,1989,46
31994,170110728,Mão-de-obra agrícola total,2019,13
31995,170110728,Mão-de-obra agrícola total,2009,5
31996,170110728,Mão-de-obra agrícola total,1999,18
31997,,Mão-de-obra agrícola familiar,1999,14
31998,,Produtor,1999,10
31999,,Cônjuge,1999,2
32000,,Outros membros da família,1999,2
32001,,Mão-de-obra agrícola não familiar,1999,4
32002,,Permanente,1999,4
32003,,Eventual,1999,0
32004,,Mão-de-obra não contratada pelo produtor,1999,0
32005,170110729,Mão-de-obra agrícola total,1989,457
32006,170110729,Mão-de-obra agrícola total,2019,108
32007,170110729,Mão-de-obra agrícola total,2009,112
32008,170110729,Mão-de-obra agrícola total,1999,149
32009,,Mão-de-obra agrícola familiar,1999,120
32010,,Produtor,1999,69
32011,,Cônjuge,1999,39
32012,,Outros membros da família,1999,12
32013,,Mão-de-obra agrícola não familiar,1999,29
32014,,Permanente,1999,17
32015,,Eventual,1999,11
32016,,Mão-de-obra não contratada pelo produtor,1999,1
32017,170110730,Mão-de-obra agrícola total,1989,82
32018,170110730,Mão-de-obra agrícola total,2019,18
32019,170110730,Mão-de-obra agrícola total,2009,13
32020,170110730,Mão-de-obra agrícola total,1999,36
32021,,Mão-de-obra agrícola familiar,1999,32
32022,,Produtor,1999,21
32023,,Cônjuge,1999,8
32024,,Outros membros da família,1999,4
32025,,Mão-de-obra agrícola não familiar,1999,3
32026,,Permanente,1999,0
32027,,Eventual,1999,3
32028,,Mão-de-obra não contratada pelo produtor,1999,0
32029,1701109,Mão-de-obra agrícola total,1989,6507
32030,1701109,Mão-de-obra agrícola total,2019,1713
32031,1701109,Mão-de-obra agrícola total,2009,1951
32032,1701109,Mão-de-obra agrícola total,1999,3161
32033,,Mão-de-obra agrícola familiar,1999,2722
32034,,Produtor,1999,1504
32035,,Cônjuge,1999,807
32036,,Outros membros da família,1999,411
32037,,Mão-de-obra agrícola não familiar,1999,440
32038,,Permanente,1999,241
32039,,Eventual,1999,187
32040,,Mão-de-obra não contratada pelo produtor,1999,12
32041,170110902,Mão-de-obra agrícola total,1989,143
32042,170110902,Mão-de-obra agrícola total,2019,63
32043,170110902,Mão-de-obra agrícola total,2009,56
32044,170110902,Mão-de-obra agrícola total,1999,68
32045,,Mão-de-obra agrícola familiar,1999,66
32046,,Produtor,1999,37
32047,,Cônjuge,1999,18
32048,,Outros membros da família,1999,11
32049,,Mão-de-obra agrícola não familiar,1999,1
32050,,Permanente,1999,0
32051,,Eventual,1999,1
32052,,Mão-de-obra não contratada pelo produtor,1999,0
32053,170110904,Mão-de-obra agrícola total,1989,805
32054,170110904,Mão-de-obra agrícola total,2019,307
32055,170110904,Mão-de-obra agrícola total,2009,235
32056,170110904,Mão-de-obra agrícola total,1999,433
32057,,Mão-de-obra agrícola familiar,1999,378
32058,,Produtor,1999,184
32059,,Cônjuge,1999,111
32060,,Outros membros da família,1999,84
32061,,Mão-de-obra agrícola não familiar,1999,55
32062,,Permanente,1999,26
32063,,Eventual,1999,27
32064,,Mão-de-obra não contratada pelo produtor,1999,2
32065,170110906,Mão-de-obra agrícola total,1989,154
32066,170110906,Mão-de-obra agrícola total,2019,58
32067,170110906,Mão-de-obra agrícola total,2009,31
32068,170110906,Mão-de-obra agrícola total,1999,72
32069,,Mão-de-obra agrícola familiar,1999,59
32070,,Produtor,1999,27
32071,,Cônjuge,1999,20
32072,,Outros membros da família,1999,12
32073,,Mão-de-obra agrícola não familiar,1999,13
32074,,Permanente,1999,9
32075,,Eventual,1999,4
32076,,Mão-de-obra não contratada pelo produtor,1999,0
32077,170110909,Mão-de-obra agrícola total,1989,745
32078,170110909,Mão-de-obra agrícola total,2019,174
32079,170110909,Mão-de-obra agrícola total,2009,235
32080,170110909,Mão-de-obra agrícola total,1999,382
32081,,Mão-de-obra agrícola familiar,1999,321
32082,,Produtor,1999,178
32083,,Cônjuge,1999,99
32084,,Outros membros da família,1999,43
32085,,Mão-de-obra agrícola não familiar,1999,62
32086,,Permanente,1999,41
32087,,Eventual,1999,19
32088,,Mão-de-obra não contratada pelo produtor,1999,2
32089,170110911,Mão-de-obra agrícola total,1989,992
32090,170110911,Mão-de-obra agrícola total,2019,151
32091,170110911,Mão-de-obra agrícola total,2009,305
32092,170110911,Mão-de-obra agrícola total,1999,436
32093,,Mão-de-obra agrícola familiar,1999,393
32094,,Produtor,1999,226
32095,,Cônjuge,1999,120
32096,,Outros membros da família,1999,47
32097,,Mão-de-obra agrícola não familiar,1999,44
32098,,Permanente,1999,33
32099,,Eventual,1999,9
32100,,Mão-de-obra não contratada pelo produtor,1999,2
32101,170110913,Mão-de-obra agrícola total,1989,531
32102,170110913,Mão-de-obra agrícola total,2019,132
32103,170110913,Mão-de-obra agrícola total,2009,144
32104,170110913,Mão-de-obra agrícola total,1999,196
32105,,Mão-de-obra agrícola familiar,1999,149
32106,,Produtor,1999,97
32107,,Cônjuge,1999,38
32108,,Outros membros da família,1999,15
32109,,Mão-de-obra agrícola não familiar,1999,47
32110,,Permanente,1999,30
32111,,Eventual,1999,16
32112,,Mão-de-obra não contratada pelo produtor,1999,1
32113,170110918,Mão-de-obra agrícola total,1989,1128
32114,170110918,Mão-de-obra agrícola total,2019,360
32115,170110918,Mão-de-obra agrícola total,2009,343
32116,170110918,Mão-de-obra agrícola total,1999,509
32117,,Mão-de-obra agrícola familiar,1999,414
32118,,Produtor,1999,242
32119,,Cônjuge,1999,113
32120,,Outros membros da família,1999,59
32121,,Mão-de-obra agrícola não familiar,1999,95
32122,,Permanente,1999,32
32123,,Eventual,1999,61
32124,,Mão-de-obra não contratada pelo produtor,1999,2
32125,170110919,Mão-de-obra agrícola total,1989,834
32126,170110919,Mão-de-obra agrícola total,2019,233
32127,170110919,Mão-de-obra agrícola total,2009,272
32128,170110919,Mão-de-obra agrícola total,1999,468
32129,,Mão-de-obra agrícola familiar,1999,409
32130,,Produtor,1999,215
32131,,Cônjuge,1999,120
32132,,Outros membros da família,1999,73
32133,,Mão-de-obra agrícola não familiar,1999,59
32134,,Permanente,1999,19
32135,,Eventual,1999,39
32136,,Mão-de-obra não contratada pelo produtor,1999,1
32137,170110920,Mão-de-obra agrícola total,1989,536
32138,170110920,Mão-de-obra agrícola total,2019,105
32139,170110920,Mão-de-obra agrícola total,2009,173
32140,170110920,Mão-de-obra agrícola total,1999,272
32141,,Mão-de-obra agrícola familiar,1999,264
32142,,Produtor,1999,151
32143,,Cônjuge,1999,85
32144,,Outros membros da família,1999,28
32145,,Mão-de-obra agrícola não familiar,1999,8
32146,,Permanente,1999,2
32147,,Eventual,1999,5
32148,,Mão-de-obra não contratada pelo produtor,1999,1
32149,170110921,Mão-de-obra agrícola total,1989,150
32150,170110921,Mão-de-obra agrícola total,2019,36
32151,170110921,Mão-de-obra agrícola total,2009,50
32152,170110921,Mão-de-obra agrícola total,1999,93
32153,,Mão-de-obra agrícola familiar,1999,72
32154,,Produtor,1999,43
32155,,Cônjuge,1999,20
32156,,Outros membros da família,1999,10
32157,,Mão-de-obra agrícola não familiar,1999,21
32158,,Permanente,1999,18
32159,,Eventual,1999,2
32160,,Mão-de-obra não contratada pelo produtor,1999,0
32161,170110922,Mão-de-obra agrícola total,1989,489
32162,170110922,Mão-de-obra agrícola total,2019,94
32163,170110922,Mão-de-obra agrícola total,2009,107
32164,170110922,Mão-de-obra agrícola total,1999,233
32165,,Mão-de-obra agrícola familiar,1999,198
32166,,Produtor,1999,105
32167,,Cônjuge,1999,64
32168,,Outros membros da família,1999,29
32169,,Mão-de-obra agrícola não familiar,1999,35
32170,,Permanente,1999,30
32171,,Eventual,1999,4
32172,,Mão-de-obra não contratada pelo produtor,1999,1
32173,1701506,Mão-de-obra agrícola total,1989,795
32174,1701506,Mão-de-obra agrícola total,2019,201
32175,1701506,Mão-de-obra agrícola total,2009,320
32176,1701506,Mão-de-obra agrícola total,1999,530
32177,,Mão-de-obra agrícola familiar,1999,426
32178,,Produtor,1999,211
32179,,Cônjuge,1999,137
32180,,Outros membros da família,1999,78
32181,,Mão-de-obra agrícola não familiar,1999,104
32182,,Permanente,1999,92
32183,,Eventual,1999,10
32184,,Mão-de-obra não contratada pelo produtor,1999,2
32185,170150601,Mão-de-obra agrícola total,1989,239
32186,170150601,Mão-de-obra agrícola total,2019,103
32187,170150601,Mão-de-obra agrícola total,2009,109
32188,170150601,Mão-de-obra agrícola total,1999,145
32189,,Mão-de-obra agrícola familiar,1999,121
32190,,Produtor,1999,68
32191,,Cônjuge,1999,37
32192,,Outros membros da família,1999,16
32193,,Mão-de-obra agrícola não familiar,1999,24
32194,,Permanente,1999,20
32195,,Eventual,1999,4
32196,,Mão-de-obra não contratada pelo produtor,1999,1
32197,170150603,Mão-de-obra agrícola total,1989,529
32198,170150603,Mão-de-obra agrícola total,2019,85
32199,170150603,Mão-de-obra agrícola total,2009,196
32200,170150603,Mão-de-obra agrícola total,1999,365
32201,,Mão-de-obra agrícola familiar,1999,295
32202,,Produtor,1999,137
32203,,Cônjuge,1999,99
32204,,Outros membros da família,1999,59
32205,,Mão-de-obra agrícola não familiar,1999,71
32206,,Permanente,1999,64
32207,,Eventual,1999,5
32208,,Mão-de-obra não contratada pelo produtor,1999,2
32209,170150607,Mão-de-obra agrícola total,1989,11
32210,170150607,Mão-de-obra agrícola total,2019,5
32211,170150607,Mão-de-obra agrícola total,2009,1
32212,170150607,Mão-de-obra agrícola total,1999,6
32213,,Mão-de-obra agrícola familiar,1999,0
32214,,Produtor,1999,0
32215,,Cônjuge,1999,x
32216,,Outros membros da família,1999,x
32217,,Mão-de-obra agrícola não familiar,1999,6
32218,,Permanente,1999,5
32219,,Eventual,1999,1
32220,,Mão-de-obra não contratada pelo produtor,1999,0
32221,170150608,Mão-de-obra agrícola total,1989,17
32222,170150608,Mão-de-obra agrícola total,2019,7
32223,170150608,Mão-de-obra agrícola total,2009,13
32224,170150608,Mão-de-obra agrícola total,1999,13
32225,,Mão-de-obra agrícola familiar,1999,10
32226,,Produtor,1999,6
32227,,Cônjuge,1999,1
32228,,Outros membros da família,1999,2
32229,,Mão-de-obra agrícola não familiar,1999,4
32230,,Permanente,1999,3
32231,,Eventual,1999,1
32232,,Mão-de-obra não contratada pelo produtor,1999,0
32233,1701507,Mão-de-obra agrícola total,1989,2440
32234,1701507,Mão-de-obra agrícola total,2019,1768
32235,1701507,Mão-de-obra agrícola total,2009,1288
32236,1701507,Mão-de-obra agrícola total,1999,1982
32237,,Mão-de-obra agrícola familiar,1999,1098
32238,,Produtor,1999,596
32239,,Cônjuge,1999,321
32240,,Outros membros da família,1999,181
32241,,Mão-de-obra agrícola não familiar,1999,884
32242,,Permanente,1999,514
32243,,Eventual,1999,360
32244,,Mão-de-obra não contratada pelo produtor,1999,10
32245,170150701,Mão-de-obra agrícola total,1989,577
32246,170150701,Mão-de-obra agrícola total,2019,418
32247,170150701,Mão-de-obra agrícola total,2009,422
32248,170150701,Mão-de-obra agrícola total,1999,635
32249,,Mão-de-obra agrícola familiar,1999,193
32250,,Produtor,1999,107
32251,,Cônjuge,1999,63
32252,,Outros membros da família,1999,23
32253,,Mão-de-obra agrícola não familiar,1999,443
32254,,Permanente,1999,266
32255,,Eventual,1999,174
32256,,Mão-de-obra não contratada pelo produtor,1999,2
32257,170150704,Mão-de-obra agrícola total,1989,229
32258,170150704,Mão-de-obra agrícola total,2019,194
32259,170150704,Mão-de-obra agrícola total,2009,74
32260,170150704,Mão-de-obra agrícola total,1999,243
32261,,Mão-de-obra agrícola familiar,1999,151
32262,,Produtor,1999,77
32263,,Cônjuge,1999,42
32264,,Outros membros da família,1999,32
32265,,Mão-de-obra agrícola não familiar,1999,93
32266,,Permanente,1999,81
32267,,Eventual,1999,10
32268,,Mão-de-obra não contratada pelo produtor,1999,1
32269,170150709,Mão-de-obra agrícola total,1989,403
32270,170150709,Mão-de-obra agrícola total,2019,102
32271,170150709,Mão-de-obra agrícola total,2009,205
32272,170150709,Mão-de-obra agrícola total,1999,305
32273,,Mão-de-obra agrícola familiar,1999,243
32274,,Produtor,1999,122
32275,,Cônjuge,1999,81
32276,,Outros membros da família,1999,40
32277,,Mão-de-obra agrícola não familiar,1999,62
32278,,Permanente,1999,32
32279,,Eventual,1999,30
32280,,Mão-de-obra não contratada pelo produtor,1999,1
32281,170150710,Mão-de-obra agrícola total,1989,435
32282,170150710,Mão-de-obra agrícola total,2019,155
32283,170150710,Mão-de-obra agrícola total,2009,101
32284,170150710,Mão-de-obra agrícola total,1999,163
32285,,Mão-de-obra agrícola familiar,1999,112
32286,,Produtor,1999,66
32287,,Cônjuge,1999,27
32288,,Outros membros da família,1999,19
32289,,Mão-de-obra agrícola não familiar,1999,51
32290,,Permanente,1999,19
32291,,Eventual,1999,31
32292,,Mão-de-obra não contratada pelo produtor,1999,1
32293,170150711,Mão-de-obra agrícola total,1989,796
32294,170150711,Mão-de-obra agrícola total,2019,900
32295,170150711,Mão-de-obra agrícola total,2009,487
32296,170150711,Mão-de-obra agrícola total,1999,635
32297,,Mão-de-obra agrícola familiar,1999,400
32298,,Produtor,1999,224
32299,,Cônjuge,1999,108
32300,,Outros membros da família,1999,68
32301,,Mão-de-obra agrícola não familiar,1999,235
32302,,Permanente,1999,115
32303,,Eventual,1999,115
32304,,Mão-de-obra não contratada pelo produtor,1999,5
32305,1701116,Mão-de-obra agrícola total,1989,224
32306,1701116,Mão-de-obra agrícola total,2019,49
32307,1701116,Mão-de-obra agrícola total,2009,36
32308,1701116,Mão-de-obra agrícola total,1999,99
32309,,Mão-de-obra agrícola familiar,1999,73
32310,,Produtor,1999,42
32311,,Cônjuge,1999,20
32312,,Outros membros da família,1999,11
32313,,Mão-de-obra agrícola não familiar,1999,26
32314,,Permanente,1999,19
32315,,Eventual,1999,7
32316,,Mão-de-obra não contratada pelo produtor,1999,0
32317,170111603,Mão-de-obra agrícola total,1989,86
32318,170111603,Mão-de-obra agrícola total,2019,12
32319,170111603,Mão-de-obra agrícola total,2009,6
32320,170111603,Mão-de-obra agrícola total,1999,11
32321,,Mão-de-obra agrícola familiar,1999,11
32322,,Produtor,1999,6
32323,,Cônjuge,1999,1
32324,,Outros membros da família,1999,4
32325,,Mão-de-obra agrícola não familiar,1999,0
32326,,Permanente,1999,0
32327,,Eventual,1999,0
32328,,Mão-de-obra não contratada pelo produtor,1999,0
32329,170111608,Mão-de-obra agrícola total,1989,9
32330,170111608,Mão-de-obra agrícola total,2019,13
32331,170111608,Mão-de-obra agrícola total,2009,16
32332,170111608,Mão-de-obra agrícola total,1999,24
32333,,Mão-de-obra agrícola familiar,1999,11
